make: Nothing to be done for `test'.
----
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.99	0.005	0	1	19.6727	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.99	0.005	0	2	13.3	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.99	0.005	0	3	10.2765	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.99	0.005	0	6	9.33949	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.99	0.005	0	12	5.09763	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.99	0.005	0	24	5.55849	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.99	0.005	0	48	7.9344	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.5	0.25	0	1	20.2916	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.5	0.25	0	2	13.5239	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.5	0.25	0	3	12.4864	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.5	0.25	0	6	6.92547	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.5	0.25	0	12	6.29904	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.5	0.25	0	24	6.7874	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.5	0.25	0	48	7.26497	
----
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.99	0.005	0	1	19.9599	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.99	0.005	0	2	12.3643	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.99	0.005	0	3	9.13931	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.99	0.005	0	6	7.87126	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.99	0.005	0	12	7.08579	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.99	0.005	0	24	5.3628	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.99	0.005	0	48	8.09362	
test	set	scheduler	range	blocks	contains_p	add_p	seed	cpus	total_time	
set_bench	CuckooSet	BStrategyScheduler<DistKStrategyTaskStorage<128, Local>>	10000	1000	0.5	0.25	0	1	20.579	
